,Comp1,Comp2,Comp3,Comp4,Comp5,Comp6,Comp7,Comp8,Comp9,Comp10,Comp11,Comp12
Ile-de-France,0.013676984296226052,0.13420214271281394,0.2957062818085213,0.09176399821401732,4.9935214792706254e-05,0.2129368138193078,0.02905897588695327,0.13119031353373,0.0631998649320861,0.0012129420699211722,0.026804730723656706,0.00019701678797358422
Midi-Pyrenees,0.12988186873948873,0.2556044531275042,0.01986582905695026,0.10578115007088709,0.00040318416147451335,0.0806850495225162,0.0051558798989678025,0.20848250412679478,0.07500784636986013,0.09814300090025771,0.020636779984094394,0.00035245404120435995
Normandy,0.16799047275142961,0.3009965870130349,0.20507292904319796,0.17199705232240953,0.012103687588421907,0.005289163848011455,0.0017892884129776894,0.03503133012635759,0.0921624497935093,0.006826740732920925,0.0007105262768586603,2.9772090870511672e-05
Poitou-Saintonge,0.00022055718012284575,0.19437681610818905,0.12375248283736759,0.39440379020956756,0.010483764053929376,0.06889244782475913,0.0002761246745233463,5.78633140431694e-06,0.019934541848277972,0.1610155522805947,0.025246694880968177,0.0013914417702960097
Provence,0.13947030704716948,0.20971762210506367,0.10516008351731151,0.23196062721543903,0.05517096591439141,0.022930168906986653,0.020967547618736693,0.0001789115641838945,0.09943433328053547,0.11295904562895528,0.0009116552040644353,0.0011387319971623677
Rhone-Alpes,0.16972483419212553,0.4826668669850004,0.10140932132275654,0.06296118837414075,0.09793663043369914,0.017184610783081016,0.010635906747061052,0.0009398201431209419,0.04133788344257131,0.013976050311574837,0.0010167966526755834,0.0002100906121928147
Germany,0.3285134138680724,0.4219281881434327,0.03837618649527446,0.08609226785245455,0.07495729133268902,0.00040082921841742077,0.0142844204783082,0.0049177392164906,0.021936246176431033,0.002386117019163463,0.005975904373734682,0.00023139582553157522
North Germany,0.28812674885075856,0.24206102264997376,0.08394159148583664,0.21934684893435416,0.05027071090283068,0.005416592193241057,0.012064894210115869,0.0002237779237206154,0.005346790061126345,0.085273117381903,0.007903632679911543,2.427272622759005e-05
East Germany,0.43205358846416686,0.17258171079056103,0.04738172250584792,0.17600373822118595,0.07638287954413729,0.0006663321894560168,0.06622906339256103,0.0028678983246359555,0.01687190146898648,0.0045027284232253195,0.004423223932457628,3.521274277851153e-05
West Germany,0.1072749514424954,0.48282764415185225,0.013443830883282873,0.11021469708053443,0.07945133299778784,0.004099593661157821,0.0012988983034365694,0.01968016900107915,0.06298006531890148,0.10586842853688708,0.012814980241806287,4.540838077883606e-05
South Germany,0.001592149378639099,0.606322648284788,0.0104830507788295,0.0016392108890028944,0.03975610546854312,0.08056242058909974,0.00021298748146277973,0.029926600841803173,0.14143732321020072,0.07320169810842436,0.012829847999760733,0.0020359569694460484
Greece,0.768966075878391,0.05214061494571075,0.05876948103789503,0.038392120208939486,4.4420189498184564e-05,0.045233070446071555,0.0020819182850132702,0.014195976370016005,0.006509752297432136,0.0010209039164296948,0.012523917140147582,0.0001217492844550507
North Greece,0.5218754052051725,0.23129466380195599,0.009569574654158123,0.07581071138425048,0.002319768572945673,0.05421974956205538,0.0062858528564351855,0.04769728298577631,0.0410232469529233,3.17452882228808e-06,0.009698981212091763,0.0002015882834128435
Central Greece,0.5991543452751104,0.01338644979092843,0.05399178371912773,0.1102157355841741,0.007300004689035455,0.11531089542315384,0.006153680543423859,0.012226225862667738,0.000868381957765867,0.070235949679377,0.011102432865864582,5.411460937085163e-05
South Greece,0.49170623098564514,0.08287918957692399,3.7891055605059614e-07,0.010961611707632437,0.00044137176543822905,0.30075517872918056,0.02542780383708115,0.07273075666954675,0.005101849162015318,0.00198411630691095,0.007958122261412794,5.339008765676698e-05
Crete,0.7017785802701663,0.013941415641896193,0.13467459285707906,0.011291097866297013,0.0038777029728017205,0.011466299985955837,0.004102268252347968,0.013780320758417947,0.01268417637113734,0.005176217472442087,0.08689575303351281,0.0003315745179456772
Aegean Islands,0.6975965176131784,0.001378342045686035,0.12762150718662799,0.030064260934115503,0.001781997228308726,0.033519177837409944,0.007801872333854056,0.08825089635970418,7.472621101090294e-05,0.011406849659255551,0.00037104920055902385,0.00013280339028949766
Hungary,0.04596723687883665,0.2071477985441679,0.0036457143337966366,0.09742579668914268,0.040726334923042035,0.20139148913474295,0.03059650206028274,0.30429325302991506,0.03225389071772649,0.0006675849858592349,0.03542210436939309,0.000462294333094133
Iceland,0.6702763060802779,0.11150988622208073,0.028299116854988718,0.06572890952863705,0.017179315120121084,0.004021735426630374,1.7391990698135964e-05,0.012539034900380141,0.06617754364721297,0.0229545243047658,0.001289752099181142,6.4838250259546274e-06
Ireland,0.23760665699584688,0.5139710511520684,0.08030167313561401,0.041951967054771555,0.011268840752798019,1.0252680042000957e-05,0.003691718409736451,0.0031232529395943407,0.0029193494693014912,0.09164657460376605,0.013508607651818683,5.515464207450957e-08
Italy,0.7690369272320648,0.11259907262610687,0.059401306800179694,0.00022072384401015423,0.0022589844617223365,0.009084391466191341,0.0017159161313556675,0.005879084329398449,0.037586305297384895,0.00043661887256089994,0.0015839304766956577,0.00019673846232913595
North Italy,0.20863861832511954,0.6334381524466756,0.02444855699023416,2.408546164635509e-07,0.028994040635708106,0.00024050436350963136,0.0013430406716094026,0.005335217815241623,0.09172807019124894,0.0024799515637908593,0.003189004810295868,0.0001646013319500295
Tuscany,0.40017286697759813,0.38001025815294603,0.016876017140305233,0.047279252958496554,0.0035290738413579184,0.06098357087654347,0.0009033152629000316,0.0008310035776638023,0.07262296135407333,0.010387021604513387,0.006404217892024396,4.4036157767194283e-07
Central Italy,0.7858918399091003,0.018660724960156885,0.09777766164864912,0.0020808525761113867,0.001535855146871889,0.04457928342085945,0.006168437101166536,0.02995194266988789,0.0011744919032230456,0.004266967234613312,0.007811143457989251,0.0001007999713709825
South Italy,0.8655972386866482,0.00023765928251251713,0.0385656486891454,1.8927267876974295e-05,0.001914230324606927,0.0005591285303061746,0.002959188665483304,0.036829693343759476,0.0290194397121363,0.022631259302524062,0.0013188963506885756,0.0003486898443122449
Sicily,0.88338008051915,0.0016320983553510257,0.06760874740800116,0.0028655253272846606,0.009878682325122385,0.024923235498034754,1.732198404961891e-05,0.0001844521875412444,0.000185413650101657,0.005530509553119384,0.0037666345684629577,2.7298623781369306e-05
Sardinia,0.3276323495018862,0.015819233051659314,0.06282715713430154,0.033254979325918796,0.011205633537189142,0.3347379597837908,0.13727290650186116,5.204606768030008e-05,0.06840936224298193,5.598155790943525e-05,0.008675009597648959,5.7381697172483553e-05
Kosovo,0.07158661224161195,0.05232596916962445,0.10695760835294452,0.004057370007902272,0.0029874466152572253,0.628599207068152,0.01526843713677729,0.07365326363456111,0.025679630294720163,0.011324281128506565,0.007558654485827247,1.5198641152484352e-06
Latvia,0.4795775305295673,0.28815801487724335,0.09527793694375514,0.11141057761785438,2.9418175270217036e-05,0.0013508708762547284,0.013361860119638625,0.0003063056248397389,0.0010194869128623799,0.009453300589239242,4.5115945333805895e-05,9.581788141173117e-06
Lithuania,0.45494456115935766,0.3602343082354046,0.07497895733025382,0.0881310268845786,0.0001295890687454991,0.001635158919558678,0.00019251494507003817,4.311491131121577e-05,0.004631005603140377,0.015061289482557727,1.7347057415554491e-06,1.673875428013458e-05
Macedonia,0.31570573621935155,0.3281818553748049,0.1404970146428791,0.1327214254566317,0.0026212022007430554,0.04746959026594506,0.0012705370638653704,0.022382559207754515,0.005693367857978602,0.0030296064909381424,0.0004258543626266906,1.250856481346122e-06
Malta,0.6389819666185297,0.0012098053969822728,0.0720507109039232,0.0007402920420598454,0.012914577950053078,0.061299794219961394,0.02683919145575214,0.02225970525737465,0.1229464706715075,0.032259238523135926,0.008497129198422356,1.1177622979987419e-06
Moldova,0.004405898459252256,0.21983539769481375,0.014057877461120406,0.13085063728791485,0.04123460588027335,0.05207676901486818,0.021722116042167595,0.1211981986320942,0.08467234257158024,0.17909766788343748,0.130551240943687,0.00029724812879077683
Gagauzes,0.20061877660021385,0.007400539266548001,0.021200627384127084,0.08973131478806069,0.055447432905632615,0.25023857224387885,8.321990101395477e-05,0.11268722525607108,0.21617969771553133,0.009266226930767334,0.03666452906515883,0.00048183794299607135
Montenegro,0.010960928204472285,0.2007050511631094,0.392196889205271,0.13717481365654602,0.0005231610462802087,0.1468375264650935,0.026080258965656033,0.023854013577487704,0.057092703835835985,0.0007500139956306229,0.003793988613743924,3.065127087337371e-05
Netherlands,0.16327821704925352,0.5830706858409221,0.014813579787283362,0.08059362622591419,0.06683240330676997,0.0004852926991525945,0.012551808162645688,0.0004055039918152985,0.011896340738902769,0.053744455797570444,0.006583283239777362,0.005744803159992661
Norway,0.6247104020001139,0.08105604152773262,0.06416013711620613,0.1291915947055956,0.028026862953168825,0.0036343710113712264,0.00040176764509838555,0.013201072857043479,0.027837268389457607,0.026020191331152527,0.0017589037100044355,1.3867530553662294e-06
Poland,0.35266329773225985,0.19491656637003413,0.028546834658377634,0.01687699143731812,0.02461062881573557,0.03356853937758457,0.33113135857760884,0.002009154663779135,0.009607235205791076,0.005916212033610499,0.0001439474801761696,9.233647724225727e-06
Portugal,0.49069280742401916,0.3497353410941652,0.0007596830698564704,0.03275779675513056,4.115491962737809e-06,1.918805059197068e-05,0.0006844482067614312,0.0006952498553133671,0.0035682906391565667,0.08524449320321588,0.035558651101379325,0.00027993510844741596
Romania,0.06700239767667843,0.26143466287732003,0.15980483020619174,0.2841509601252521,0.03363794547452985,0.014630837108686252,0.002093620235286793,0.061286535947424954,0.05344659534364289,0.0012336959615025316,0.060503231829548365,0.0007746872139358867
Russia,0.2765303790919526,0.5307881226886875,0.04316484819268283,0.027961692298563226,0.0006276881350075496,0.017210072431400665,0.074127190769482,0.017915329141242695,0.008915564153544137,0.002680088681432924,5.593511315200978e-05,2.308930285193769e-05
Bashkirs,0.3434099121406561,0.062023049050415356,0.007921078959178878,0.4516855654154299,0.006982735018399492,0.009258929173959216,0.07826389683237789,0.009332428465770617,0.014912845281524091,0.0016169030178555606,0.012996153573660825,0.0015965030707721403
Chuvashs,0.07067391307730596,0.589738250712814,0.04979025802114939,0.03942391435984231,0.0028326309970537495,0.0721081617656349,0.0010483262644226522,0.1607316307285509,0.00039271495060516995,0.0005444736407588707,0.012475306228273073,0.00024041925358910367
Komis,0.31864088321049305,0.33487487024815327,0.03900667586154053,0.24700724092603202,0.0024964307604898707,0.006755376409114189,0.004815551561078353,0.0036836554862451033,0.0277415364344277,0.014268873284981108,0.0006909333936363526,1.797242380855047e-05
Maris,0.2657098816786142,0.33139276369733894,0.12482199091080547,0.21928428942934666,0.001554973628773889,5.130092693659241e-07,0.01401199510318274,0.0035533635891340275,0.02464293117838913,0.014970864497196932,1.7942941811693976e-06,5.463898376759021e-05
Mordvins ,0.19144562293554446,0.17036040557283164,0.1185045031336508,0.01828417497938232,0.031552958200688035,0.013096626260414117,0.15016851186589839,0.09606422133459484,0.052500469274535104,0.00020988811574537694,0.15729938987990721,0.0005132284468076704
Tatars,0.09006330353728723,0.10254055596087158,0.37379222258195716,4.334882753933728e-05,0.0018672839729634424,0.00019295340957798418,0.013878541024458254,0.3506082843809936,0.03144786383148346,0.0347285102115153,0.0004983586073754195,0.0003387736539771683
Udmurts,0.2486069915003995,0.18338261586367718,0.07388055385546387,0.3107518943948258,0.00554873569440327,0.00507458109521409,0.08540179686496362,0.0003891651607639544,0.0443685114177392,0.04138119347590401,0.0012138459859985392,1.1469064694916977e-07
Scotland,0.3567576643166096,0.4373460061184137,0.04682794379997941,0.03996095978563716,0.005110926984684107,0.0004401416131100191,0.012598983649944514,0.00010387485115116774,0.04259543173333497,0.043528037290939806,0.014725350882216307,4.678973979320616e-06
Serbia,0.00045618517298015473,0.47010879117710663,0.3041999562389648,0.12981952227595772,4.254563065645852e-05,0.02818466616808015,0.031059441265499855,0.0036819317193356603,0.002480763459240276,0.02917423107219203,0.0006563541103047485,0.00013561170968151288
Slovakia,0.21444870831817825,0.330967834699334,0.0012867580588872042,0.030670384075727922,0.03269045348641476,0.15468112975815868,0.18756005662547692,0.0030707451112160907,6.907278690796463e-06,0.02042136042595647,0.024142580396343018,5.3081765615973704e-05
Slovenia,0.34234833961401995,0.27697111045081985,0.032168337744405355,0.049000171067013674,0.04068807136347039,0.05088894309512861,0.11649965903225544,0.018178347627884766,0.054072153500056584,0.018822019096770004,2.430249750033825e-05,0.0003385449106748378
Spain,0.08441605637902617,0.20573329115330252,0.07722713340850944,0.3967622396702057,0.01679955091487894,0.0007772764850134219,0.0019778809235788965,0.047093167670381575,0.16440440790061703,0.0031034650217604863,0.0016900698601206568,1.5460612605308306e-05
Andalusia,0.30758813281672737,0.007009401730765404,0.08451360589551915,0.30011489349814746,0.030093495770232247,0.0036287788258569254,6.094005827930847e-05,0.052877171350280694,0.21392479077678617,3.6016606001257234e-05,0.0001156168581945211,3.715581320952133e-05
Aragon,0.03386594642930486,0.023815969423547852,0.08069537738249598,0.1212194018118381,0.005870772477576724,0.017894321633333397,0.001693674942516536,0.3610085005193309,0.25881554298575316,0.009708737311324473,0.08540858465250402,3.170430474034931e-06
Asturias,0.47561237715089993,0.07530958185750894,0.00431959213731012,0.23471093512799113,0.012398076610078947,1.4071563372304184e-05,0.003238180539077075,0.057839492959213416,0.0006473731172883667,0.0749239203941113,0.0608684381460082,0.00011796039714018406
Basque country,0.04807151298279249,0.139777342555026,0.26749385014951826,0.441238060372455,0.028416402430596597,0.004634577154886658,0.0007800615873458971,0.004458774975449299,0.050820286007457194,0.012309659024214275,0.001852106387459915,0.00014736637279843666
Cantabria,0.27843626261474874,0.17867094725211405,0.0015954580063805056,0.08069026703348893,0.005434722957175566,0.1429981443945853,0.018377138353138957,0.040545820754194065,0.09515556897522774,0.0044812256816352085,0.1535843182447646,3.0125732546470952e-05
Castile & Leon,0.17206470843061952,0.11323882460919901,0.15049805798866997,0.3569303171758274,0.012925718729005881,0.0677162096127708,0.034751819133082146,0.024254039988434742,0.0007508127607402889,0.020755146461829483,0.04602001135789535,9.43337519254947e-05
Castile-La-Mancha,0.35088263282043747,0.15584929728030636,0.0014450121556604525,0.25287354145847035,0.014186495823999395,0.14885147717119576,0.004379188672750717,0.018989305638113112,0.021202676550596707,0.014737575249464216,0.016392395757055905,0.00021040142194932778
Catalonia,0.045214873844558474,0.37170850841951997,0.16872197782529197,0.3812865717176729,0.006902627806632072,0.0020517196216238978,0.0013023293120396197,0.0156646145202526,0.005029569187698021,0.0008642208730872191,0.001137113067371155,0.00011587380425227043
Extremadura,0.332331781280232,0.02697521031049147,0.0022019414288861677,0.03472645167907067,0.0022623583295251584,0.19514175346593912,0.00311547121313617,0.39221898340634676,0.008106824450555878,0.002793784641686364,0.00010506098351345083,2.0378810616695578e-05
Galicia,0.015183283403889318,0.13375169821343963,0.3184927523063857,0.125577077559775,0.0019986253261887804,0.2418519551493288,0.00879848371804676,0.03568426710572416,0.018571891478675842,0.00011788371502870077,0.09982841630626989,0.00014366571724730095
Valencia,0.029772693062007548,0.09335151756850807,0.2373167325939281,0.26828783292809344,0.01639690911001314,0.09396021538565706,0.0011411377086332714,0.017216417200575172,0.17932832474844929,0.018195732972394137,0.04498962386977062,4.2862851970354024e-05
Sweden,0.519091891926355,0.04592519219826578,0.07444280750048266,0.1449652892507622,0.0017376993022761346,0.032351052673076516,0.05984890656600555,0.015378637304067593,0.023589625742596612,0.08067465014898552,0.001419423227235761,0.0005748241598905395
Gotland,0.3542918935790652,0.0798181961748904,0.14846993746447945,0.22328084447273985,0.0025091593963976035,0.03730117847137891,0.07352568593572101,0.006010925474403825,0.04709134626932374,0.01994330077949175,0.007697977806297159,5.9554175811367905e-05
Switzerland,0.06730960533897552,0.5262730590941204,0.007320027378970559,0.11649544157547713,0.04886137274440796,0.005519649334468972,0.0029472158104925043,0.0003325913805462168,0.146310726960221,0.07755865640675959,0.0010602173258213966,1.1436649738828292e-05
Turkey-Anatolia,0.5862315282780314,0.009615149604520905,0.1105059717416437,3.950064960034247e-05,0.017853354106223088,0.10133544846150909,0.01807851408055348,0.14150807108934044,0.004754215086810049,0.000506700937715864,0.009218668403052351,0.0003528775609992842
Ukraine,0.1080997888581686,0.5695845826154385,0.009285909127501706,0.0005646703214906317,0.0015146253978285148,0.0698808198393173,0.20854040371210972,0.0024460126682108022,0.015952129455560637,0.011850934008496827,0.0012971923482980993,0.0009829316475786032
Wales,0.2134239834802021,0.600438437908105,0.05398261023232843,0.0792733576170264,0.0034449863523211884,0.007005713085289464,0.0036942027865523026,0.014002187131729172,0.022998387280803737,0.0003979476326748848,0.00126971254020803,6.847395275923866e-05
