,Comp1,Comp2,Comp3,Comp4,Comp5,Comp6,Comp7,Comp8,Comp9,Comp10,Comp11,Comp12
Latvia,0.021388150917643654,0.021219482574333513,0.01296551357521438,0.015697806232348736,5.003021947150031e-06,0.00031047029178291665,0.004917743346698289,0.00011445089266071236,0.00047130979151603495,0.005517708862525015,4.2068344208591417e-05,0.0006117377555046589
Lithuania,0.021751008000354198,0.02843777776652155,0.010938134871423867,0.013312139698800789,2.362607312213702e-05,0.0004028771875855938,7.59573642517631e-05,1.727023341275092e-05,0.002295126416237805,0.009424188579206202,1.7340342480980834e-06,0.0011456404868465532
Macedonia,0.004668357156323897,0.008012828378651991,0.006339159287188017,0.006200415090657691,0.00014780338820618747,0.0036173362721233946,0.0001550434651986827,0.002772944282301026,0.0008726924956415633,0.0005863119226196293,0.00013165993811969776,2.647850088847695e-05
Malta,0.0408257397779103,0.00012762937784952625,0.01404645390260202,0.00014943305237295466,0.0031465015025052725,0.020183490580411453,0.014151400282435328,0.011915565830455496,0.08142765391925795,0.026974939190812307,0.011350856343617028,0.0001022349117867745
Moldova,8.930951283448993e-05,0.007357843277138572,0.0008694927326038644,0.008379868506586154,0.0031873323341177714,0.0054400020868540355,0.003633706883228797,0.02058302496763052,0.017791608200190153,0.047513176740662195,0.05532930116556603,0.008625547560446747
Gagauzes,0.006174144510851443,0.00037606096235345544,0.0019908424491149115,0.008724637052069934,0.006507121572953878,0.039687273524787105,2.1135714465184887e-05,0.029055589908629536,0.06896528134354986,0.0037322355539555177,0.02359186464380307,0.0212280702941144
Montenegro,0.00030248768468124913,0.009145518664791715,0.033025353573215205,0.011960046519624793,5.505515991188251e-05,0.020882823744635653,0.005939594409237387,0.005515331567332501,0.016332451236451197,0.00027088854062526954,0.0021891087252543947,0.0012109136062340427
Netherlands,0.004565155846146176,0.02691771803852357,0.0012637767066652772,0.00711911782764847,0.007125522267720664,6.992346074022896e-05,0.002896130834688703,9.49887761154754e-05,0.00344787210771977,0.019666266937831224,0.0038484056496824884,0.22993591937296157
Norway,0.027181341434481605,0.005823273826799756,0.008518054188298164,0.017759246401701775,0.004650170776186448,0.0008149166788526265,0.00014426189533103557,0.004812283183586716,0.012555359706600055,0.014817111037308258,0.0016000927506316942,8.637649720663261e-05
Poland,0.014462871395284944,0.013198746438405878,0.0035721952319477676,0.0021866909903794597,0.003848745858834504,0.007094446259347261,0.1120673485407913,0.0006903310845793638,0.004084163106823129,0.003175403300816788,0.00012342674365115863,0.0005420905920371714
Portugal,0.006528187413016858,0.007682668872569511,3.083886147538738e-05,0.001376878856700735,2.0878867760300445e-07,1.3155445955399937e-06,7.514637533053938e-05,7.749499029932785e-05,0.0004921001945495636,0.014842605891857279,0.009890975899443741,0.005331440902236201
Romania,0.0008338997285357223,0.005372498840361138,0.006068709611140022,0.011173024251955658,0.0015964496083119863,0.0009383923566143503,0.00021503339968576997,0.006390551844293913,0.0068953120910158466,0.00020095209238924633,0.01574392477017704,0.013802386506009253
Russia,0.01018178338976999,0.03226947307398081,0.004849469016837867,0.0032526893076801756,8.813069357881946e-05,0.003265543707208796,0.022523873106185227,0.0055265689842519785,0.0034028298068016737,0.0012914900671081423,4.306024233074325e-05,0.0012170155661110546
Bashkirs,0.008672856128308011,0.0025863786175717675,0.0006104029512273648,0.036039906278064374,0.0006724765450853008,0.0012050411454027025,0.01631155291690015,0.001974666619552407,0.0039040936085499513,0.0005344341339953334,0.006862385234873605,0.05771960923108742
Chuvashs,0.0020682104883535664,0.028496043733234104,0.004445933287205259,0.0036449658710802184,0.00031610245264222374,0.010874563179722723,0.00025317253517428935,0.03940821360923173,0.0001191306270536572,0.00020853231225024537,0.007633043849284731,0.010071847723443616
Komis,0.017513293538851518,0.030390550097020148,0.006541664062077601,0.04289178690721219,0.000523224557129756,0.0019134084206222145,0.002184222581506145,0.0016962706012720657,0.01580546343844929,0.010264006352946376,0.0007939871193372222,0.0014140907754656158
Maris,0.01916928592672934,0.03947579849520586,0.02747718901402274,0.04998087702415408,0.0004277829997176163,1.9072834480960292e-07,0.008342240996373566,0.0021477695290120207,0.018428966810928954,0.014135331894482395,2.7064675364787564e-06,0.005642936341281469
Mordvins ,0.003885543484923156,0.0057090608350649896,0.007338784797382873,0.0011724108432901424,0.002442016975147624,0.0013698012707351172,0.025151838457406726,0.01633494959088507,0.01104536093447298,5.5751310731570156e-05,0.06674893096753087,0.014911500957586518
Tatars,0.0026278167859837094,0.004940063718107738,0.03327824670901553,3.995974337355301e-06,0.00020775899860590012,2.9012921639033374e-05,0.0033417622504274217,0.08570757012167159,0.00951149435192386,0.013261549299387172,0.00030401857376275045,0.014150153345800498
Udmurts,0.01846184643637892,0.02248586675726451,0.016740749788553385,0.07290775179368181,0.0015712963391640309,0.0019420204181668304,0.05233754295316649,0.0002421282982334449,0.03415443055237291,0.04021848522600257,0.0018846743800744036,1.2192537699335906e-05
Scotland,0.00833978149552832,0.016880923364776576,0.003340176493137397,0.00295131385159714,0.00045559956519660263,5.302315788103779e-05,0.002430532307539346,2.0344244851965336e-05,0.010321784299497086,0.013317151683029799,0.0071971069514010465,0.000156580003550146
Serbia,9.423566615575891e-06,0.016034749706359555,0.019174155855260607,0.008472513534232213,3.351439384906046e-06,0.003000397761569077,0.005294833450212183,0.0006372350701000647,0.0005312144621007375,0.00788741076717824,0.0002834805669913445,0.0040102887033623014
Slovakia,0.004128823646423042,0.010521516982615386,7.559320555741883e-05,0.0018656073260412004,0.002400082155301192,0.015347301759244541,0.02980079016596137,0.0004953320929637624,1.378542856414772e-06,0.005145747483411558,0.009718461736016216,0.0014630277611916492
Slovenia,0.00697203934314118,0.009313560685841403,0.0019989557931036823,0.003152733959970871,0.0031598100199873823,0.005340806366842188,0.019579463311092025,0.0031016715534247794,0.011414993381777885,0.005016706738536242,1.0347929341021777e-05,0.00986988746874763
Spain,0.0011041022340131507,0.004443022124721591,0.0030820317633862876,0.016395047811278773,0.0008378845173388723,5.239038096336498e-05,0.0002134857524499504,0.005160501780827543,0.022289897985792995,0.0005312414889026193,0.00046216795518671773,0.00028947778151287677
Andalusia,0.004469963887960854,0.00016819189489879937,0.0037475206733464405,0.01377907653417025,0.0016676670301033765,0.00027176075213120336,7.3083919356732974e-06,0.006438021947543624,0.032225966340686356,6.850119140639426e-06,3.5129061424155735e-05,0.0007729751248272594
Aragon,0.0007254784374445678,0.0008424016894399448,0.005274641112151401,0.008204111492955031,0.00047957750678847096,0.001975460404589988,0.0002994166037409258,0.06479306425694421,0.05747275823963306,0.0027219800866488293,0.0382537276047962,9.722631684739867e-05
Asturias,0.008601690828828503,0.002248902307720023,0.0002383726305970663,0.01341102986662954,0.0008550416305965694,1.3114895359006918e-06,0.00048329940975415023,0.008764052231850101,0.00012136563598861727,0.01773421934069168,0.0230162084879208,0.0030540153461222717
Basque country,0.001482411903105739,0.007117173532122407,0.025169690239322123,0.04298849039761853,0.003341584602190997,0.0007365174098621129,0.00019851554504869625,0.001151984025617249,0.016245332387791214,0.004968073665141881,0.0011941475062258167,0.006505546791105657
Cantabria,0.0051195620516733395,0.00542438652755331,8.951078377117367e-05,0.004687338240864901,0.00038105414476198606,0.013549685523531467,0.002788492149783208,0.0062460133925372405,0.018136422332738444,0.0010783623910300254,0.059042513004414904,0.0007929557269389475
Castile & Leon,0.0023504503381817517,0.002554137672182225,0.006272968968934062,0.015404259988677633,0.0006733118252707879,0.004766984234469811,0.003917611317731269,0.002775831919218107,0.00010631665799735809,0.0037106157214797206,0.013143678948153123,0.001844721005252873
Castile-La-Mancha,0.008175601227526507,0.005995871942244867,0.00010273354967864544,0.018614841527261148,0.0012604778716626042,0.0178732188967218,0.0008420463730847766,0.003706949855028771,0.005121048745742284,0.004494121028729345,0.007985667102670721,0.0070179586673565966
Catalonia,0.00046373012980685,0.00629471636772332,0.0052800570499515745,0.012354740458081406,0.00026996080307587086,0.00010844107165572378,0.00011022734119428959,0.0013460261653691619,0.0005347184531380623,0.00011600311284241687,0.0002438364265951673,0.0017012712565660521
Extremadura,0.008629502395550683,0.0011565605933367298,0.0001744627073107418,0.002848868566149212,0.00022401522474761623,0.026112946539954315,0.0006676089446323867,0.08532814167747906,0.0021821019700825578,0.0009494403944948495,5.703826209717322e-05,0.0007575250870779284
Galicia,0.0002715516036851519,0.003949804966507593,0.017380777260158506,0.0070956987761705784,0.00013630767936253463,0.02229092416470518,0.0012986108702275937,0.005347037802018475,0.003443128294039674,2.7593156785044584e-05,0.037329467866290024,0.003678274422731895
Valencia,0.0003601352081282048,0.0018644833832853417,0.008759085959678866,0.010252896288363527,0.0007563306754130086,0.005857108422438676,0.00011391214871345707,0.001744777448214508,0.02248571735866189,0.00288056657877124,0.011378126764760948,0.0007422203101809338
Sweden,0.0243425550685671,0.00355600670774888,0.010651913375086133,0.021477516806226716,0.00031074117717407203,0.007818116376578983,0.023161285596207035,0.006042123107399762,0.011467093692108531,0.0495130760043947,0.001391697245312751,0.038588796795339546
Gotland,0.03348912399758715,0.012457593460320809,0.04282171574010312,0.06667947370720048,0.0009044261008940066,0.018170083501038364,0.057354326262244563,0.004760293330582408,0.04614175117223943,0.024671781628950108,0.015213536149783961,0.008058590713616441
Switzerland,0.0028454362010946477,0.036734372014160965,0.0009442075753967087,0.015558899144149558,0.007876617149276104,0.00120247233755662,0.0010281779181190878,0.00011779655720404082,0.06411481168008587,0.04291044185669127,0.0009370821161546078,0.0006921097020731933
Turkey-Anatolia,0.04896385911720281,0.0013260264506993267,0.028162757951477407,1.0423386246020402e-05,0.005686284058379572,0.04361738855842889,0.012461023801930749,0.09902331898600454,0.00411619260753569,0.0005538843282575838,0.016098507186277138,0.04219245729036085
Ukraine,0.0026291965745685927,0.022874210359754878,0.0006891370636163489,4.339016480612596e-05,0.00014047715760081759,0.008758868412847972,0.04185746740956724,0.0004984329143555911,0.004021862992126798,0.0037723475086815714,0.0006596499509764945,0.034223611623809394
Wales,0.00431851965518525,0.020060873466530425,0.003332947907379532,0.0050677718802817785,0.0002658162022153219,0.0007305262471163334,0.0006168746679628645,0.002373762998460556,0.004823912886422738,0.00010538492862320068,0.0005371654011962464,0.0019834505901931455
